log_id,raw_log
4579,"21-01-2026 20:05;USER;isabela.ivanova+2026@corp.example.com;Chrome/123.0.6312.122;/reports/q2;;;192.0.2.185;LOGIN OK;ok"
4580,"<38>1 2026-03-25T12:53:57.371Z sso01 openvpn 7773 AUTH - {""entity"": ""api_client"", ""resource"": ""/api/v2/invoices?status=open&page=17"", ""user_agent"": ""okhttp/4.12.0"", ""ip"": ""2001:0db8:cd17:7916:5d3f:80d3:8615:5fbd"", ""location"": ""1.3248,103.8118"", ""msg"": ""login successful"", ""result"": ""SUCCESS""}"
4581,"02/09/2026 06:37:45 AM - Guest guest_4293@example.com failed to log in to https://portal.corp.example.com/reports/q1 via Safari/17.4.1 from 172.19.192.92 at lat 19.02627 lon 72.83415 - 401 Unauthorized"
4582,"2026-05-15T20:17:58Z | entity=API_CLIENT | user=integration.cobalt@partners.example.net | event=""Request allowed"" | path=https://api.example.com/api/v2/shipments?status=in_transit | tool=Go-http-client/1.1 | ip=198.51.100.69 | lat=-1.2900 | lon=36.8562 | status=SUCCESS"
4583,"2026-05-06T03:28:23.420+05:30 | entity_type=USER | user=liam-li@example.com | action=""Authentication failed"" | url=/timesheets | tool=Chrome/123.0.6312.122 | client_ip=10.42.101.23 | lat=12.9378077 | lon=77.5662147 | status=fail"
4584,"2026-01-21T09:19:52Z | email=visitor.6265@guest.example.org | event=""Login successful"" | resource=/members/downloads | tool=Safari/17.4.1 | ip=172.20.80.14 | lat=1.3953 | lon=103.8592 | status=SUCCESS"
4585,"172.30.59.91:30054 - - [2026-02-10T23:31:50-03:00] ""DELETE https://artifacts.example.internal/releases/6.14.9.43/app-6.14.9.43.zip HTTP/2.0"" 403 35380 ""-"" ""terraform/1.7.2"" entity=Service Account user=<svc-billing-sync@infra.example.internal> geo=-23.5101,-46.6453 msg=""Forbidden"""
4586,"2026-03-23T12:06:50+09:00 | type=SERVICE_ACCOUNT | email=ci-runner-03@build.example.internal | action=""access granted"" | resource=s3://tf-state/prod/network.tfstate | client=python-requests/2.31.0 | ip=192.168.148.89 | lat=35.7224 | lng=139.6138 | outcome=200"
4587,"[06/Apr/2026:12:51:47 -0500] Service Account svc-backup@infra.example.internal logged in to postgres://reporting.example.internal:5432/sales via terraform/1.7.2 from 10.40.228.209 (40.72894, -74.02022) - status: ok"
4588,"2026-04-17 14:03:45 | entity_type=customer | user=aisha.menon+test@mail.example.co.uk | action=""Login failed"" | resource=https://shop.example.org/orders/40987 | client=Chrome/123.0.6312.122 | client_ip=192.0.2.196 | lat=13.001 | lon=77.546 | status=FAIL"
4589,"02/10/2026 07:05:45 AM - User <pgarcia@corp.example.com> requested a password reset for https://portal.corp.example.com:8443/dashboard?id=1645 from 198.51.100.136 using Chrome/124.0.6367.91, location (35.69293, 139.65106), result 202 Accepted"
4590,"[08/Jun/2026:03:40:16 +0530] User aisha.andersen81@corp.example.com hit a server error on https://portal.corp.example.com/wiki/Onboarding from 192.0.2.84 using Safari/17.4.1, location (18.480, 73.832), result 500 Internal Server Error"
4591,"[14/Feb/2026:10:26:07 -0300] [EXPIRED] [ADMIN] mateo-li@hq.example.net connecting from 203.0.113.116:49486 with Firefox/124.0.2 located (loc: -22.864, -43.158) had an expired session token for /admin/audit."
4592,"2026-01-22T19:37:40.191+05:30 | entity=USER | ip=192.0.2.47 | lon=72.919979 | action=""Unauthorized attempt"" | resource=https://portal.corp.example.com:8443/reports/q1 | email=<olivia.wilson@corp.example.com> | status=403 | tool=Chrome/123.0.6312.122 | lat=19.109030"
4593,"192.168.38.59 - meera.menon@corp.example.com [22/Jan/2026:21:28:43 +0900] ""POST /payslips HTTP/1.1"" - 42682 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" role=User loc=POINT(139.6722 35.6863) msg=""Request allowed"""
4594,"172.30.167.222 - vikram.joshi+2026@example.co.uk [28/Jan/2026:09:59:18 +0000] ""GET https://portal.corp.example.com/wiki/Onboarding HTTP/1.1"" 200 30978 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" type=USER geo=51.5289629,-0.1018786 msg=""Access granted"""
4595,"2001:0db8:f216:82fd:2736:1533:6e4a:8958 - guest_6419@example.com [2026-02-18T10:02:05+00:00] ""POST https://portal.corp.example.com/documents/policies HTTP/1.1"" 200 569 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" type=Guest geo=51.465471,-0.149771 msg=""Session started"""
4596,"06/02/2026 02:01:56 AM - [ADMIN] EMMA.DLAMINI@CORP.EXAMPLE.COM was permitted to access /admin/audit from 2001:db8:f971:6e04::7f0c using Chrome/124.0.6367.91, location (12.962, 77.617), result 200 OK"
4597,"04/23/2026 01:33:13 AM - [ADMIN] fatima.sato@corp.example.com was permitted to access /admin/audit via Chrome/123.0.6312.122 from 192.168.54.33 at lat 40.69 lon -74.03 - 200 OK"
4598,"Feb  9 17:14:53 auth-gw02 haproxy[4276]: {""principal_type"":""user"",""email"":""zara.andersen75@corp.example.com"",""target"":""https://portal.corp.example.com/reports/q2?id=9877"",""client"":""MobileSafari/17.4.1"",""ip"":""198.51.100.160"",""location"":""51.547,-0.105"",""msg"":""authentication succeeded"",""status"":200}"
4599,"[22/Jun/2026:10:31:41 +0530] API Client <integration.redwood@partners.example.net> successfully accessed /api/v2/search?q=annual%20report%202025 from 192.0.2.133 using python-requests/2.31.0, location (loc: 18.56802, 73.83187)"
4600,"203.0.113.158 - - [2026-05-19 18:15:10.675] ""GET /admin/roles/55706 HTTP/1.1"" 401 14878 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" role=Admin user=<vsmith@hq.example.net> loc=POINT(-0.0798 51.5458) msg=""Unauthorized"""
4601,"10.116.102.229 - - [2026-06-17T16:47:54+05:30] ""GET https://artifacts.example.internal/releases/9.13.2.81/app-9.13.2.81.zip HTTP/1.1"" 200 35048 ""-"" ""psql/16.2"" user=<svc-etl@infra.example.internal> loc=POINT(72.921 19.086) msg=""Request allowed"""
4602,"<110>1 2026-03-10T07:51:50.888Z lb01 openvpn 6881 AUTH - {""entity"":""admin"",""principal"":""sneha.desai@corp.example.com"",""resource"":""/admin/roles/6554"",""tool"":""Firefox/125.0"",""remote_addr"":""192.168.77.117"",""latitude"":12.9292629,""longitude"":77.5984850,""action"":""access denied"",""status"":""DENIED""}"
4603,"<110>1 2026-03-08T19:32:33.151Z auth-gw01 guard 5978 AUTH - {""entity_type"":""admin"",""user"":""nmensah@corp.example.com"",""tool"":""MobileSafari/17.4.1"",""src_ip"":""192.168.137.214"",""geo"":{""lat"":64.1844,""lng"":-21.9370},""msg"":""allowed"",""result"":""PASS""}"
4604,"2026-01-19T13:51:49+00:00 | type=User | user=isabela.novak@corp.example.com | action=""Access granted"" | url=https://portal.corp.example.com/leave/apply | client=Safari/17.4.1 | ip=10.136.41.54 | lat=51.5434 | lng=-0.0856 | outcome=ALLOWED"
4605,"2026-04-26T09:34:59+00:00 | entity_type=USER | user=arossi@corp.example.com | action=Authentication failed | resource=E:\HR\Contracts\2026\offer_44685.pdf | tool=Edge/124.0.2478.67 | ip=192.0.2.59 | lat=51°29'40.9""N | lon=0°08'52.6""W | status=fail"
4606,"2026-03-07T15:51:36Z | entity_type=API Client | user=<integration.cobalt@partners.example.net> | action=""Login successful"" | resource=https://api.example.com/api/v1/users/54149/roles | tool=okhttp/4.12.0 | ip=203.0.113.213 | lat=-33.8762 | lng=151.1601 | status=200"
4607,"2026/01/19 10:44:06;API_CLIENT;INTEGRATION.COBALT@PARTNERS.EXAMPLE.NET;curl/8.4.0;;40.6667;-74.0255;192.0.2.138;LOGIN OK;SUCCESS"
4608,"2026-01-19T22:51:07Z Customer ""Ethan Menon"" <ethan-menon@shop.example.org> was denied access to https://shop.example.org/checkout via Chrome/124.0.6367.91 from 2001:db8::ae36 at lat 19.06 lon 72.92 - 403 Forbidden"
4609,"01/06/2026 03:40:13 AM - Service Account svc-deploy@infra.example.internal was permitted to access db://prod/customers via kubectl/v1.29.3 from 10.26.173.77:33821 (loc: 18.5527, 73.8270) - 200 OK"
4610,"04/18/2026 06:26:41 AM - User <sneha.silva@example.co.uk> was blocked from accessing /home from 192.168.80.156, result REJECTED"
4611,"2026-01-20T14:43:26Z | entity=Bot | email=uptime-checker@infra.example.internal | event=""Unauthorized attempt"" | resource=/metrics | tool=kube-probe/1.29 | ip=192.168.73.40 | lon=-0.1322 | status=REJECTED"
4612,"2026-06-18T08:20:33+05:30 | entity_type=SERVICE_ACCOUNT | user=ci-runner-07@build.example.internal | action=""Login failed"" | resource=s3://tf-state/prod/network.tfstate | tool=Boto3/1.34.69 | ip=10.20.62.40 | geo=18.546,73.848 | status=401"
4613,"2026-04-25 02:26:17 | entity=api_client | email=api-client-7662@partners.example.net | event=""Unauthorized attempt"" | resource=/api/v2/shipments?status=in_transit | tool=curl/8.4.0 | ip=192.0.2.111 | geo=-23.55730,-46.66521 | status=DENIED"
4614,"1779559560 | entity=customer | email=<hiro.nair@example.com> | action=Access denied | resource=/returns/79803 | tool=Safari/17.4.1 | ip=172.18.45.116 | lat=-33.895 | lon=151.246 | status=FAILED"
4615,"Jan 14 08:58:41 api-gw02 authd[3691]: {""entity"":""user"",""resource"":""/reports/q2"",""user_agent"":""MobileSafari/17.4.1"",""src_ip"":""172.19.180.5"",""latitude"":51.507581,""longitude"":-0.084630,""msg"":""access denied"",""status"":""BLOCKED""}"
4616,"[08/Jun/2026:21:49:23 -0300] API Client <api-client-1024@partners.example.net> failed to log in to /api/v2/shipments?status=in_transit via python-requests/2.31.0 from 2001:db8::85b9 at lat -23.5944354 lon -46.6295072"
4617,"2026-03-23 21:32:40 | entity=USER | user=noah_haddad@corp.example.com | event=""Request blocked by policy"" | url=https://portal.corp.example.com/payslips | tool=Firefox/125.0 | ip=192.168.200.70 | lat=-23.5500 | lon=-46.6137"
4618,"20260211T113816;USER;OLIVIA.KULKARNI+BILLING@EXAMPLE.GOV.IN;Chrome/124.0.6367.91;/dashboard;18.4971;73.8678;192.168.142.77;Access declined;BLOCKED"
4619,"[27/Mar/2026:09:02:28 +0530] User mrossi@corp.example.com was permitted to access /reports/q2?id=5892 from 2001:0db8:fbe9:94f1:2cb6:a46d:a290:6d56 using Safari/17.4.1, location (loc: 12.9478089, 77.6239426), result 200 OK"
4620,"[22/Jun/2026:16:06:22 +0530] [success] Service Account svc-reporting@infra.example.internal connecting from 192.168.173.20 with aws-cli/2.15.0 located (19.10466, 72.88205) was allowed to access db://prod/customers."
4621,"2026-03-07 05:54:25 | entity_type=BOT | email=uptime-checker@infra.example.internal | action=""Access granted"" | url=http://10.20.0.41:8080/actuator/health | tool=curl/8.4.0 | src_ip=192.168.93.45 | status=SUCCESS"
4622,"2026-01-31T07:35:58+10:00 | entity=USER | action=Login successful | resource=https://portal.corp.example.com/timesheets | agent=Chrome/124.0.6367.91 | src_ip=198.51.100.219 | lat=-33.8431 | lon=151.1811 | status=OK"
4623,"[19/Apr/2026:08:50:05 +0530] API Client integration.orbit@partners.example.net was blocked from accessing https://api.example.com/api/v2/search?q=annual%20report%202025 via PostmanRuntime/7.37.0 from 192.0.2.96:65182 (loc: 18.4905622, 73.8089817)"
4624,"06/12/2026 12:24:47 PM - [FAILED] [USER] sofia.joshi@corp.example.com connecting from 198.51.100.126 with Chrome/124.0.6367.91 failed to log in to /timesheets?id=5240."
4625,"[08/Mar/2026:21:31:14 -0300] User chen.haddad@corp.example.com connecting from 2001:db8:19d4:fd8b::6197 with Chrome/124.0.6367.91 located (loc: -23.5204, -46.6089) was denied access to https://portal.corp.example.com/payslips."
4626,"1779574942933 | entity=service_account | email=svc-reporting@infra.example.internal | action=""Login successful"" | resource=db://prod/customers | tool=Boto3/1.34.69 | ip=192.168.174.24 | lat=19.046074 | lng=72.865759 | outcome=200"
4627,"09-04-2026 01:05:09;GUEST;;Chrome/123.0.6312.122;/public/brochure.pdf;1°19'11.4""S;36°51'55.0""E;2001:db8::b90f;Permitted;ALLOWED"
4628,"10.0.158.76 - ingrid-sharma@corp.example.com [2026-03-20 13:52:43.119] ""PUT /iam/roles HTTP/1.1"" 302 41433 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" entity=ADMIN geo=18.499,73.836 msg=""Login successful"""
4629,"14-01-2026 14:56;CUSTOMER;olivia.mensah79@shop.example.org;;https://shop.example.org/cart;23°33'03.6""S;46°40'19.2""W;10.82.40.222;Request blocked;REJECTED"
4630,"<38>1 2026-01-07T03:33:51.780Z api-gw01 haproxy 5976 AUTH - {""level"":""warn"",""entity_type"":""user"",""principal"":""chen-joshi@example.com"",""target"":""https://portal.corp.example.com/calendar?id=6512"",""user_agent"":""Firefox/125.0"",""src_ip"":""192.168.41.139"",""geometry"":{""type"":""Point"",""coordinates"":[77.5694,13.0069]},""msg"":""access denied"",""status"":""BLOCKED""}"
4631,"[11/Feb/2026:16:54:07 +0300] Service Account anonymous authenticated successfully to s3://analytics-raw/events/dt=2026-01-19/part-39542.snappy.parquet from 2001:db8:1a44:fa6c::5aea using psql/16.2, location at 1°17'44.1""S 36°48'17.0""E, result 200 OK"
4632,"2026-03-06T04:43:33.203Z | entity=USER | action=""Login successful"" | resource=/reports/q2 | tool=Safari/17.4.1 | src_ip=172.19.49.223 | lat=1.3324 | lon=103.8084"
4633,"1782394238 | entity=USER | email=zara_nair@example.co.uk | action=Login successful | resource=/profile/settings | tool=Safari/17.4.1 | ip=203.0.113.75 | lat=-23.528137 | lon=-46.656225 | result=OK"
4634,"Apr 10 16:51:06 api-gw02 haproxy[1024]: {""entity_type"": ""user"", ""user"": ""olivia_khan@example.com.au"", ""res"": ""/timesheets"", ""tool"": ""Chrome/123.0.6312.122"", ""remote_addr"": ""198.51.100.47"", ""msg"": ""access granted"", ""result"": ""SUCCESS""}"
4635,"[2001:0db8:dee2:7a38:c9e9:beb9:e477:4432]:60933 - - [2026-02-07T12:53:07+05:30] ""-"" 200 21996 ""-"" ""OpenSSH_9.6p1"" entity=Service Account user=<svc-backup@infra.example.internal> geo=12.933,77.567 msg=""Access granted"""
4636,"Jun  3 15:56:54 auth-gw02 authd[8159]: {""entity"":""user"",""resource"":""https://portal.corp.example.com/projects/alpha"",""user_agent"":""Chrome/124.0.6367.91"",""src_ip"":""10.31.102.202"",""location"":""51.5092,-0.0827"",""action"":""authentication succeeded"",""status"":null}"
4637,"172.26.153.238 - fatima.b.joshi@example.co.uk [2026-03-14 16:36:43.555] ""POST https://portal.corp.example.com/profile/settings?id=2789 HTTP/1.1"" 200 5740 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" entity=User geo=18.5529,73.8556 msg=""Request allowed"""
4638,"01/31/2026 04:51:18 AM - User meera.khan@corp.example.com failed to authenticate to https://portal.corp.example.com/payslips?id=7426 via Firefox/125.0 from 192.0.2.4 [N18.505 E73.870] - 401 Unauthorized"
4639,"Feb  2 08:06:50 fw01 guard[775]: {""level"":""info"",""principal_type"":""bot"",""principal"":""synthetic-probe@infra.example.internal"",""resource"":""https://status.example.com/api/ping"",""user_agent"":""Go-http-client/1.1"",""src_ip"":""192.168.252.138"",""geo"":null,""msg"":""blocked by policy"",""http_status"":403}"
4640,"01/15/2026 10:48:12 PM - Guest <visitor.9682@guest.example.org> was granted access to /catalog/items/90254 from 192.0.2.228 - 200 OK"
4641,"Feb  7 12:36:49 k8s-api01 authd[7291]: {""entity"":""user"",""user"":""lmurphy@hq.example.net"",""res"":""/timesheets"",""tool"":null,""src_ip"":""203.0.113.252"",""geo"":null,""msg"":""resource not found"",""http_status"":404}"
4642,"1770088918 | entity=API_CLIENT | email=api-client-0988@partners.example.net | action=""Request allowed"" | resource=/api/v2/orders/27246?expand=items | tool=curl/8.4.0 | ip=198.51.100.116 | lat=19.0961 | lon=72.9007 | status=PASS"
4643,"17-05-2026 01:19;GUEST;guest_7524@example.com;Edge/124.0.2478.67;;40°45'37.6""N;73°57'40.7""W;192.168.47.215;Declined by policy;BLOCKED"
4644,"Apr 15 04:36:49 vpn01 guard[6196]: {""entity"":""admin"",""email"":""yuki1802@@corp.example.com"",""resource"":""/admin/users?page=8"",""tool"":null,""ip"":""192.0.2.148"",""geo"":{""lat"":1.3533566,""lng"":103.7704435},""action"":""access granted"",""outcome"":""OK""}"
4645,"2026-03-09T22:05:46.692+09:00|entity=SERVICE_ACCOUNT|email=<svc-etl@infra.example.internal>|event=Access denied|resource=https://vault.corp.example.com/secrets/dev|tool=python-requests/2.31.0|src_ip=192.168.11.240|lat=35.6713|lon=139.6942|status=FAILED"
4646,"Apr 11 16:16:50 fw01 haproxy[8908]: {""level"":""info"",""entity"":""user"",""principal"":""rahul.dlamini@example.co.uk"",""resource"":""https://portal.corp.example.com/wiki/Onboarding?id=7246"",""client"":""Chrome/124.0.6367.91"",""src_ip"":""10.25.189.67"",""geo"":{""lat"":51.4991,""lng"":-0.0940},""event"":""request permitted"",""outcome"":""OK""}"
4647,"[23/Jun/2026:14:11:31 +0530] User grace.nair@eu.corp.example.com was allowed to access https://portal.corp.example.com/timesheets?id=2116 via Chrome/123.0.6312.122 from 172.29.100.117 [success]"
4648,"2026-03-18T17:21:43Z | type=- | email=ingrid.silva@corp.example.com | action=Request blocked by policy | resource=/reports/weekly | tool=- | src_ip=172.17.104.132 | lat=-23.5965 | lon=-46.6297 | status=REJECTED"
4649,"1767914765 | entity_type=customer | email=zara1134@shop.example.org | action=""Permission granted"" | resource=https://shop.example.org/checkout | tool=Edge/124.0.2478.67 | ip=192.0.2.238 | lat=18.562 | lng=73.839 | status=PASS"
4650,"203.0.113.161:2616 - - [2026-05-05 20:51:39.817] ""GET https://portal.corp.example.com/home?id=3360 HTTP/1.1"" 200 29967 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" entity=User user=<daniel.sharma@corp.example.com> lat=-23.6004 lon=-46.6779 msg=""Login successful"""
4651,"2026-04-30T05:08:00Z [OK] User ingrid_haddad@corp.example.com connecting from 10.111.127.7:45350 with Safari/17.4.1 located at lat 40.6724 lon -74.0323 authenticated successfully to /reports/q1."
4652,"##########"
4653,"24-02-2026 22:20;CUSTOMER;;MobileSafari/17.4.1;/orders/30377;;N/A;2001:db8:ff:80::31;Password reset requested;PENDING"
4654,"Apr 16 23:11:45 sso02 openvpn[496]: {""entity_type"":""api_client"",""email"":""integration.lumen@partners.example.net"",""resource"":""https://api.example.com/api/v2/invoices?status=open&page=14"",""client"":""okhttp/4.12.0"",""src_ip"":""2001:0db8:76d2:1504:92a7:7037:a0ae:8a3f"",""latitude"":-22.907,""longitude"":-43.178,""event"":""forbidden"",""status"":""REJECTED""}"
4655,"1767304255 | type=user | principal=<olivia.nair+billing@corp.example.com> | action=ACCESS GRANTED | agent=Firefox/124.0.2 | src_ip=198.51.100.125 | lat=51.5467 | lon=-0.0974 | status=204"
4656,"2026-04-13T02:40:34Z | ip=203.0.113.57 | result=success | tool=MobileSafari/17.4.1 | event=""ACCESS GRANTED"" | entity_type=Customer | lon= | resource=/cart | email=<srao@shop.example.org>"
4657,"1779649208728 | entity=USER | email=ekulkarni@corp.example.com | action=Authentication failed | path=https://portal.corp.example.com/reports/weekly?id=8133 | agent=Chrome/124.0.6367.91 | ip=172.20.165.205 | status=-"
4658,"<86>1 2026-02-02T09:12:46.450Z api-gw01 gatekeeper 1713 AUDIT - {""level"": ""notice"", ""entity"": ""api_client"", ""resource"": ""/api/v2/shipments?status=in_transit"", ""user_agent"": ""insomnia/8.6.1"", ""remote_addr"": ""192.0.2.21"", ""geo"": {""lat"": -23.5083, ""lng"": -46.6559}, ""action"": ""rate limited"", ""status"": 429}"
